"target","location","forecast_date","target_end_date","quantile","value","type"
"28 day ahead inc hosp","48",2022-08-22,2022-09-19,0.8,259,"quantile"
"29 day ahead inc hosp","48",2022-08-22,2022-09-20,0.8,255,"quantile"
"30 day ahead inc hosp","48",2022-08-22,2022-09-21,0.8,248.2,"quantile"
"1 day ahead inc hosp","48",2022-08-22,2022-08-23,0.85,465,"quantile"
"2 day ahead inc hosp","48",2022-08-22,2022-08-24,0.85,450.15,"quantile"
"3 day ahead inc hosp","48",2022-08-22,2022-08-25,0.85,440.15,"quantile"
"4 day ahead inc hosp","48",2022-08-22,2022-08-26,0.85,434,"quantile"
"5 day ahead inc hosp","48",2022-08-22,2022-08-27,0.85,424,"quantile"
"6 day ahead inc hosp","48",2022-08-22,2022-08-28,0.85,411.3,"quantile"
"7 day ahead inc hosp","48",2022-08-22,2022-08-29,0.85,400,"quantile"
"8 day ahead inc hosp","48",2022-08-22,2022-08-30,0.85,393.15,"quantile"
"9 day ahead inc hosp","48",2022-08-22,2022-08-31,0.85,388,"quantile"
"10 day ahead inc hosp","48",2022-08-22,2022-09-01,0.85,378,"quantile"
"11 day ahead inc hosp","48",2022-08-22,2022-09-02,0.85,366,"quantile"
"12 day ahead inc hosp","48",2022-08-22,2022-09-03,0.85,366,"quantile"
"13 day ahead inc hosp","48",2022-08-22,2022-09-04,0.85,356.15,"quantile"
"14 day ahead inc hosp","48",2022-08-22,2022-09-05,0.85,356,"quantile"
"15 day ahead inc hosp","48",2022-08-22,2022-09-06,0.85,348,"quantile"
"16 day ahead inc hosp","48",2022-08-22,2022-09-07,0.85,339,"quantile"
"17 day ahead inc hosp","48",2022-08-22,2022-09-08,0.85,326,"quantile"
"18 day ahead inc hosp","48",2022-08-22,2022-09-09,0.85,326,"quantile"
"19 day ahead inc hosp","48",2022-08-22,2022-09-10,0.85,319,"quantile"
"20 day ahead inc hosp","48",2022-08-22,2022-09-11,0.85,312.15,"quantile"
"21 day ahead inc hosp","48",2022-08-22,2022-09-12,0.85,307,"quantile"
"22 day ahead inc hosp","48",2022-08-22,2022-09-13,0.85,304,"quantile"
"23 day ahead inc hosp","48",2022-08-22,2022-09-14,0.85,300,"quantile"
"24 day ahead inc hosp","48",2022-08-22,2022-09-15,0.85,288,"quantile"
"25 day ahead inc hosp","48",2022-08-22,2022-09-16,0.85,290,"quantile"
"26 day ahead inc hosp","48",2022-08-22,2022-09-17,0.85,279,"quantile"
"27 day ahead inc hosp","48",2022-08-22,2022-09-18,0.85,277.15,"quantile"
"28 day ahead inc hosp","48",2022-08-22,2022-09-19,0.85,277,"quantile"
"29 day ahead inc hosp","48",2022-08-22,2022-09-20,0.85,276,"quantile"
"30 day ahead inc hosp","48",2022-08-22,2022-09-21,0.85,264.15,"quantile"
"1 day ahead inc hosp","48",2022-08-22,2022-08-23,0.9,493,"quantile"
"2 day ahead inc hosp","48",2022-08-22,2022-08-24,0.9,485.1,"quantile"
"3 day ahead inc hosp","48",2022-08-22,2022-08-25,0.9,478.1,"quantile"
"4 day ahead inc hosp","48",2022-08-22,2022-08-26,0.9,466,"quantile"
"5 day ahead inc hosp","48",2022-08-22,2022-08-27,0.9,455.1,"quantile"
"6 day ahead inc hosp","48",2022-08-22,2022-08-28,0.9,438,"quantile"
"7 day ahead inc hosp","48",2022-08-22,2022-08-29,0.9,430.1,"quantile"
"8 day ahead inc hosp","48",2022-08-22,2022-08-30,0.9,424.1,"quantile"
"9 day ahead inc hosp","48",2022-08-22,2022-08-31,0.9,419,"quantile"
"10 day ahead inc hosp","48",2022-08-22,2022-09-01,0.9,408,"quantile"
"11 day ahead inc hosp","48",2022-08-22,2022-09-02,0.9,394.1,"quantile"
"12 day ahead inc hosp","48",2022-08-22,2022-09-03,0.9,396,"quantile"
"13 day ahead inc hosp","48",2022-08-22,2022-09-04,0.9,384.1,"quantile"
"14 day ahead inc hosp","48",2022-08-22,2022-09-05,0.9,381,"quantile"
"15 day ahead inc hosp","48",2022-08-22,2022-09-06,0.9,371,"quantile"
"16 day ahead inc hosp","48",2022-08-22,2022-09-07,0.9,362,"quantile"
"17 day ahead inc hosp","48",2022-08-22,2022-09-08,0.9,351,"quantile"
"18 day ahead inc hosp","48",2022-08-22,2022-09-09,0.9,348.1,"quantile"
"19 day ahead inc hosp","48",2022-08-22,2022-09-10,0.9,342,"quantile"
"20 day ahead inc hosp","48",2022-08-22,2022-09-11,0.9,335,"quantile"
"21 day ahead inc hosp","48",2022-08-22,2022-09-12,0.9,334,"quantile"
"22 day ahead inc hosp","48",2022-08-22,2022-09-13,0.9,330,"quantile"
"23 day ahead inc hosp","48",2022-08-22,2022-09-14,0.9,324.1,"quantile"
"24 day ahead inc hosp","48",2022-08-22,2022-09-15,0.9,314,"quantile"
"25 day ahead inc hosp","48",2022-08-22,2022-09-16,0.9,317,"quantile"
"26 day ahead inc hosp","48",2022-08-22,2022-09-17,0.9,302,"quantile"
"27 day ahead inc hosp","48",2022-08-22,2022-09-18,0.9,299,"quantile"
"28 day ahead inc hosp","48",2022-08-22,2022-09-19,0.9,300,"quantile"
"29 day ahead inc hosp","48",2022-08-22,2022-09-20,0.9,304.1,"quantile"
"30 day ahead inc hosp","48",2022-08-22,2022-09-21,0.9,287.1,"quantile"
"1 day ahead inc hosp","48",2022-08-22,2022-08-23,0.95,546.05,"quantile"
"2 day ahead inc hosp","48",2022-08-22,2022-08-24,0.95,538,"quantile"
"3 day ahead inc hosp","48",2022-08-22,2022-08-25,0.95,519.05,"quantile"
"4 day ahead inc hosp","48",2022-08-22,2022-08-26,0.95,511,"quantile"
"5 day ahead inc hosp","48",2022-08-22,2022-08-27,0.95,500.1,"quantile"
"6 day ahead inc hosp","48",2022-08-22,2022-08-28,0.95,484.1,"quantile"
"7 day ahead inc hosp","48",2022-08-22,2022-08-29,0.95,476.05,"quantile"
"8 day ahead inc hosp","48",2022-08-22,2022-08-30,0.95,464.05,"quantile"
"9 day ahead inc hosp","48",2022-08-22,2022-08-31,0.95,472.05,"quantile"
"10 day ahead inc hosp","48",2022-08-22,2022-09-01,0.95,456,"quantile"
"11 day ahead inc hosp","48",2022-08-22,2022-09-02,0.95,447.05,"quantile"
"12 day ahead inc hosp","48",2022-08-22,2022-09-03,0.95,435.05,"quantile"
"13 day ahead inc hosp","48",2022-08-22,2022-09-04,0.95,432,"quantile"
"14 day ahead inc hosp","48",2022-08-22,2022-09-05,0.95,431.05,"quantile"
"15 day ahead inc hosp","48",2022-08-22,2022-09-06,0.95,415.05,"quantile"
"16 day ahead inc hosp","48",2022-08-22,2022-09-07,0.95,400,"quantile"
"17 day ahead inc hosp","48",2022-08-22,2022-09-08,0.95,399.05,"quantile"
"18 day ahead inc hosp","48",2022-08-22,2022-09-09,0.95,388.05,"quantile"
"19 day ahead inc hosp","48",2022-08-22,2022-09-10,0.95,377.05,"quantile"
"20 day ahead inc hosp","48",2022-08-22,2022-09-11,0.95,377,"quantile"
"21 day ahead inc hosp","48",2022-08-22,2022-09-12,0.95,376,"quantile"
"22 day ahead inc hosp","48",2022-08-22,2022-09-13,0.95,372.05,"quantile"
"23 day ahead inc hosp","48",2022-08-22,2022-09-14,0.95,368,"quantile"
"24 day ahead inc hosp","48",2022-08-22,2022-09-15,0.95,345,"quantile"
"25 day ahead inc hosp","48",2022-08-22,2022-09-16,0.95,355,"quantile"
"26 day ahead inc hosp","48",2022-08-22,2022-09-17,0.95,338,"quantile"
"27 day ahead inc hosp","48",2022-08-22,2022-09-18,0.95,337.05,"quantile"
"28 day ahead inc hosp","48",2022-08-22,2022-09-19,0.95,340.05,"quantile"
"29 day ahead inc hosp","48",2022-08-22,2022-09-20,0.95,343.05,"quantile"
"30 day ahead inc hosp","48",2022-08-22,2022-09-21,0.95,323,"quantile"
"1 day ahead inc hosp","48",2022-08-22,2022-08-23,0.975,592.224999999999,"quantile"
"2 day ahead inc hosp","48",2022-08-22,2022-08-24,0.975,588,"quantile"
"3 day ahead inc hosp","48",2022-08-22,2022-08-25,0.975,557.025,"quantile"
"4 day ahead inc hosp","48",2022-08-22,2022-08-26,0.975,555.05,"quantile"
"5 day ahead inc hosp","48",2022-08-22,2022-08-27,0.975,551,"quantile"
"6 day ahead inc hosp","48",2022-08-22,2022-08-28,0.975,540.025,"quantile"
"7 day ahead inc hosp","48",2022-08-22,2022-08-29,0.975,514.025,"quantile"
"8 day ahead inc hosp","48",2022-08-22,2022-08-30,0.975,507,"quantile"
"9 day ahead inc hosp","48",2022-08-22,2022-08-31,0.975,508.025,"quantile"
"10 day ahead inc hosp","48",2022-08-22,2022-09-01,0.975,493,"quantile"
"11 day ahead inc hosp","48",2022-08-22,2022-09-02,0.975,487,"quantile"
"12 day ahead inc hosp","48",2022-08-22,2022-09-03,0.975,491.05,"quantile"
"13 day ahead inc hosp","48",2022-08-22,2022-09-04,0.975,477.025,"quantile"
"14 day ahead inc hosp","48",2022-08-22,2022-09-05,0.975,476,"quantile"
"15 day ahead inc hosp","48",2022-08-22,2022-09-06,0.975,458.05,"quantile"
"16 day ahead inc hosp","48",2022-08-22,2022-09-07,0.975,434,"quantile"
"17 day ahead inc hosp","48",2022-08-22,2022-09-08,0.975,435.199999999999,"quantile"
"18 day ahead inc hosp","48",2022-08-22,2022-09-09,0.975,415.05,"quantile"
"19 day ahead inc hosp","48",2022-08-22,2022-09-10,0.975,417,"quantile"
"20 day ahead inc hosp","48",2022-08-22,2022-09-11,0.975,412.025,"quantile"
"21 day ahead inc hosp","48",2022-08-22,2022-09-12,0.975,421,"quantile"
"22 day ahead inc hosp","48",2022-08-22,2022-09-13,0.975,414.025,"quantile"
"23 day ahead inc hosp","48",2022-08-22,2022-09-14,0.975,409,"quantile"
"24 day ahead inc hosp","48",2022-08-22,2022-09-15,0.975,377.025,"quantile"
"25 day ahead inc hosp","48",2022-08-22,2022-09-16,0.975,386.075,"quantile"
"26 day ahead inc hosp","48",2022-08-22,2022-09-17,0.975,365,"quantile"
"27 day ahead inc hosp","48",2022-08-22,2022-09-18,0.975,364,"quantile"
"28 day ahead inc hosp","48",2022-08-22,2022-09-19,0.975,378.025,"quantile"
"29 day ahead inc hosp","48",2022-08-22,2022-09-20,0.975,372.05,"quantile"
"30 day ahead inc hosp","48",2022-08-22,2022-09-21,0.975,351.025,"quantile"
"1 day ahead inc hosp","48",2022-08-22,2022-08-23,0.99,673.04,"quantile"
"2 day ahead inc hosp","48",2022-08-22,2022-08-24,0.99,668.03,"quantile"
"3 day ahead inc hosp","48",2022-08-22,2022-08-25,0.99,610.06,"quantile"
"4 day ahead inc hosp","48",2022-08-22,2022-08-26,0.99,614.01,"quantile"
"5 day ahead inc hosp","48",2022-08-22,2022-08-27,0.99,616.11,"quantile"
"6 day ahead inc hosp","48",2022-08-22,2022-08-28,0.99,583.02,"quantile"
"7 day ahead inc hosp","48",2022-08-22,2022-08-29,0.99,572.01,"quantile"
"8 day ahead inc hosp","48",2022-08-22,2022-08-30,0.99,549.01,"quantile"
"9 day ahead inc hosp","48",2022-08-22,2022-08-31,0.99,546.01,"quantile"
"10 day ahead inc hosp","48",2022-08-22,2022-09-01,0.99,547.01,"quantile"
"11 day ahead inc hosp","48",2022-08-22,2022-09-02,0.99,519.12,"quantile"
"12 day ahead inc hosp","48",2022-08-22,2022-09-03,0.99,542.07,"quantile"
"13 day ahead inc hosp","48",2022-08-22,2022-09-04,0.99,536.01,"quantile"
"14 day ahead inc hosp","48",2022-08-22,2022-09-05,0.99,516,"quantile"
"15 day ahead inc hosp","48",2022-08-22,2022-09-06,0.99,519.03,"quantile"
"16 day ahead inc hosp","48",2022-08-22,2022-09-07,0.99,493.02,"quantile"
"17 day ahead inc hosp","48",2022-08-22,2022-09-08,0.99,476.01,"quantile"
"18 day ahead inc hosp","48",2022-08-22,2022-09-09,0.99,455.04,"quantile"
"19 day ahead inc hosp","48",2022-08-22,2022-09-10,0.99,449.04,"quantile"
"20 day ahead inc hosp","48",2022-08-22,2022-09-11,0.99,455.07,"quantile"
"21 day ahead inc hosp","48",2022-08-22,2022-09-12,0.99,462.03,"quantile"
"22 day ahead inc hosp","48",2022-08-22,2022-09-13,0.99,458.01,"quantile"
"23 day ahead inc hosp","48",2022-08-22,2022-09-14,0.99,448.01,"quantile"
"24 day ahead inc hosp","48",2022-08-22,2022-09-15,0.99,437.03,"quantile"
"25 day ahead inc hosp","48",2022-08-22,2022-09-16,0.99,429.01,"quantile"
"26 day ahead inc hosp","48",2022-08-22,2022-09-17,0.99,399,"quantile"
"27 day ahead inc hosp","48",2022-08-22,2022-09-18,0.99,399.02,"quantile"
"28 day ahead inc hosp","48",2022-08-22,2022-09-19,0.99,421,"quantile"
"29 day ahead inc hosp","48",2022-08-22,2022-09-20,0.99,406.01,"quantile"
"30 day ahead inc hosp","48",2022-08-22,2022-09-21,0.99,386.01,"quantile"
"1 day ahead inc hosp","US",2022-08-22,2022-08-23,0.01,2061.93,"quantile"
"2 day ahead inc hosp","US",2022-08-22,2022-08-24,0.01,2097.8,"quantile"
"3 day ahead inc hosp","US",2022-08-22,2022-08-25,0.01,2012.91,"quantile"
"4 day ahead inc hosp","US",2022-08-22,2022-08-26,0.01,1926.98,"quantile"
"5 day ahead inc hosp","US",2022-08-22,2022-08-27,0.01,1920.68,"quantile"
"6 day ahead inc hosp","US",2022-08-22,2022-08-28,0.01,1839.91,"quantile"
"7 day ahead inc hosp","US",2022-08-22,2022-08-29,0.01,1910.83,"quantile"
"8 day ahead inc hosp","US",2022-08-22,2022-08-30,0.01,1880.71,"quantile"
"9 day ahead inc hosp","US",2022-08-22,2022-08-31,0.01,1919.56,"quantile"
"10 day ahead inc hosp","US",2022-08-22,2022-09-01,0.01,1933.88,"quantile"
"11 day ahead inc hosp","US",2022-08-22,2022-09-02,0.01,1964.96,"quantile"
"12 day ahead inc hosp","US",2022-08-22,2022-09-03,0.01,1955.84,"quantile"
"13 day ahead inc hosp","US",2022-08-22,2022-09-04,0.01,1743.96,"quantile"
"14 day ahead inc hosp","US",2022-08-22,2022-09-05,0.01,1840.49,"quantile"
"15 day ahead inc hosp","US",2022-08-22,2022-09-06,0.01,1967.94,"quantile"
"16 day ahead inc hosp","US",2022-08-22,2022-09-07,0.01,1938.72,"quantile"
"17 day ahead inc hosp","US",2022-08-22,2022-09-08,0.01,1765.9,"quantile"
"18 day ahead inc hosp","US",2022-08-22,2022-09-09,0.01,1759.76,"quantile"
"19 day ahead inc hosp","US",2022-08-22,2022-09-10,0.01,1943.86,"quantile"
"20 day ahead inc hosp","US",2022-08-22,2022-09-11,0.01,1843.52,"quantile"
"21 day ahead inc hosp","US",2022-08-22,2022-09-12,0.01,1749.96,"quantile"
"22 day ahead inc hosp","US",2022-08-22,2022-09-13,0.01,1839.85,"quantile"
"23 day ahead inc hosp","US",2022-08-22,2022-09-14,0.01,1910.98,"quantile"
"24 day ahead inc hosp","US",2022-08-22,2022-09-15,0.01,1757.99,"quantile"
"25 day ahead inc hosp","US",2022-08-22,2022-09-16,0.01,1766.79,"quantile"
"26 day ahead inc hosp","US",2022-08-22,2022-09-17,0.01,1778.98,"quantile"
"27 day ahead inc hosp","US",2022-08-22,2022-09-18,0.01,1851.86,"quantile"
"28 day ahead inc hosp","US",2022-08-22,2022-09-19,0.01,1761.87,"quantile"
"29 day ahead inc hosp","US",2022-08-22,2022-09-20,0.01,1734.96,"quantile"
"30 day ahead inc hosp","US",2022-08-22,2022-09-21,0.01,1758.74,"quantile"
"1 day ahead inc hosp","US",2022-08-22,2022-08-23,0.025,2252.975,"quantile"
"2 day ahead inc hosp","US",2022-08-22,2022-08-24,0.025,2373,"quantile"
"3 day ahead inc hosp","US",2022-08-22,2022-08-25,0.025,2365.675,"quantile"
"4 day ahead inc hosp","US",2022-08-22,2022-08-26,0.025,2231.8,"quantile"
"5 day ahead inc hosp","US",2022-08-22,2022-08-27,0.025,2167.8,"quantile"
"6 day ahead inc hosp","US",2022-08-22,2022-08-28,0.025,2190.875,"quantile"
"7 day ahead inc hosp","US",2022-08-22,2022-08-29,0.025,2222.65,"quantile"
"8 day ahead inc hosp","US",2022-08-22,2022-08-30,0.025,2082.65,"quantile"
"9 day ahead inc hosp","US",2022-08-22,2022-08-31,0.025,2173.875,"quantile"
"10 day ahead inc hosp","US",2022-08-22,2022-09-01,0.025,2324.7,"quantile"
"11 day ahead inc hosp","US",2022-08-22,2022-09-02,0.025,2204.8,"quantile"
"12 day ahead inc hosp","US",2022-08-22,2022-09-03,0.025,2272.95,"quantile"
"13 day ahead inc hosp","US",2022-08-22,2022-09-04,0.025,2028.975,"quantile"
"14 day ahead inc hosp","US",2022-08-22,2022-09-05,0.025,2081.875,"quantile"
"15 day ahead inc hosp","US",2022-08-22,2022-09-06,0.025,2190.65,"quantile"
"16 day ahead inc hosp","US",2022-08-22,2022-09-07,0.025,2168.95,"quantile"
"17 day ahead inc hosp","US",2022-08-22,2022-09-08,0.025,2160.925,"quantile"
"18 day ahead inc hosp","US",2022-08-22,2022-09-09,0.025,2098.95,"quantile"
"19 day ahead inc hosp","US",2022-08-22,2022-09-10,0.025,2209.8,"quantile"
"20 day ahead inc hosp","US",2022-08-22,2022-09-11,0.025,2216.35,"quantile"
"21 day ahead inc hosp","US",2022-08-22,2022-09-12,0.025,2196.625,"quantile"
"22 day ahead inc hosp","US",2022-08-22,2022-09-13,0.025,2120.975,"quantile"
"23 day ahead inc hosp","US",2022-08-22,2022-09-14,0.025,2071.95,"quantile"
"24 day ahead inc hosp","US",2022-08-22,2022-09-15,0.025,2075.975,"quantile"
"25 day ahead inc hosp","US",2022-08-22,2022-09-16,0.025,2059.9,"quantile"
"26 day ahead inc hosp","US",2022-08-22,2022-09-17,0.025,2118.575,"quantile"
"27 day ahead inc hosp","US",2022-08-22,2022-09-18,0.025,2130.75,"quantile"
"28 day ahead inc hosp","US",2022-08-22,2022-09-19,0.025,2002.95,"quantile"
"29 day ahead inc hosp","US",2022-08-22,2022-09-20,0.025,2051,"quantile"
"30 day ahead inc hosp","US",2022-08-22,2022-09-21,0.025,2020.95,"quantile"
"1 day ahead inc hosp","US",2022-08-22,2022-08-23,0.05,2591,"quantile"
"2 day ahead inc hosp","US",2022-08-22,2022-08-24,0.05,2560.4,"quantile"
"3 day ahead inc hosp","US",2022-08-22,2022-08-25,0.05,2626.9,"quantile"
"4 day ahead inc hosp","US",2022-08-22,2022-08-26,0.05,2523.9,"quantile"
"5 day ahead inc hosp","US",2022-08-22,2022-08-27,0.05,2481.8,"quantile"
"6 day ahead inc hosp","US",2022-08-22,2022-08-28,0.05,2490.75,"quantile"
"7 day ahead inc hosp","US",2022-08-22,2022-08-29,0.05,2510.75,"quantile"
"8 day ahead inc hosp","US",2022-08-22,2022-08-30,0.05,2400.55,"quantile"
"9 day ahead inc hosp","US",2022-08-22,2022-08-31,0.05,2459.9,"quantile"
"10 day ahead inc hosp","US",2022-08-22,2022-09-01,0.05,2561.85,"quantile"
"11 day ahead inc hosp","US",2022-08-22,2022-09-02,0.05,2436.9,"quantile"
"12 day ahead inc hosp","US",2022-08-22,2022-09-03,0.05,2584.75,"quantile"
"13 day ahead inc hosp","US",2022-08-22,2022-09-04,0.05,2330.2,"quantile"
"14 day ahead inc hosp","US",2022-08-22,2022-09-05,0.05,2460.85,"quantile"
"15 day ahead inc hosp","US",2022-08-22,2022-09-06,0.05,2475,"quantile"
"16 day ahead inc hosp","US",2022-08-22,2022-09-07,0.05,2447.9,"quantile"
"17 day ahead inc hosp","US",2022-08-22,2022-09-08,0.05,2500.95,"quantile"
"18 day ahead inc hosp","US",2022-08-22,2022-09-09,0.05,2364.65,"quantile"
"19 day ahead inc hosp","US",2022-08-22,2022-09-10,0.05,2468.6,"quantile"
"20 day ahead inc hosp","US",2022-08-22,2022-09-11,0.05,2429.95,"quantile"
"21 day ahead inc hosp","US",2022-08-22,2022-09-12,0.05,2459.7,"quantile"
"22 day ahead inc hosp","US",2022-08-22,2022-09-13,0.05,2393.9,"quantile"
"23 day ahead inc hosp","US",2022-08-22,2022-09-14,0.05,2363.35,"quantile"
"24 day ahead inc hosp","US",2022-08-22,2022-09-15,0.05,2316.2,"quantile"
"25 day ahead inc hosp","US",2022-08-22,2022-09-16,0.05,2328.85,"quantile"
"26 day ahead inc hosp","US",2022-08-22,2022-09-17,0.05,2452.1,"quantile"
"27 day ahead inc hosp","US",2022-08-22,2022-09-18,0.05,2402.1,"quantile"
"28 day ahead inc hosp","US",2022-08-22,2022-09-19,0.05,2279.7,"quantile"
"29 day ahead inc hosp","US",2022-08-22,2022-09-20,0.05,2312.8,"quantile"
"30 day ahead inc hosp","US",2022-08-22,2022-09-21,0.05,2375.4,"quantile"
"1 day ahead inc hosp","US",2022-08-22,2022-08-23,0.1,2972.7,"quantile"
"2 day ahead inc hosp","US",2022-08-22,2022-08-24,0.1,2993.9,"quantile"
"3 day ahead inc hosp","US",2022-08-22,2022-08-25,0.1,2994.9,"quantile"
"4 day ahead inc hosp","US",2022-08-22,2022-08-26,0.1,2872.8,"quantile"
"5 day ahead inc hosp","US",2022-08-22,2022-08-27,0.1,2886.6,"quantile"
"6 day ahead inc hosp","US",2022-08-22,2022-08-28,0.1,2845.3,"quantile"
"7 day ahead inc hosp","US",2022-08-22,2022-08-29,0.1,2890,"quantile"
"8 day ahead inc hosp","US",2022-08-22,2022-08-30,0.1,2843.8,"quantile"
"9 day ahead inc hosp","US",2022-08-22,2022-08-31,0.1,2876.9,"quantile"
"10 day ahead inc hosp","US",2022-08-22,2022-09-01,0.1,2890,"quantile"
"11 day ahead inc hosp","US",2022-08-22,2022-09-02,0.1,2871.6,"quantile"
"12 day ahead inc hosp","US",2022-08-22,2022-09-03,0.1,2834.9,"quantile"
"13 day ahead inc hosp","US",2022-08-22,2022-09-04,0.1,2706.5,"quantile"
"14 day ahead inc hosp","US",2022-08-22,2022-09-05,0.1,2819.4,"quantile"
"15 day ahead inc hosp","US",2022-08-22,2022-09-06,0.1,2808.9,"quantile"
"16 day ahead inc hosp","US",2022-08-22,2022-09-07,0.1,2835.8,"quantile"
"17 day ahead inc hosp","US",2022-08-22,2022-09-08,0.1,2834.8,"quantile"
"18 day ahead inc hosp","US",2022-08-22,2022-09-09,0.1,2804,"quantile"
"19 day ahead inc hosp","US",2022-08-22,2022-09-10,0.1,2826.8,"quantile"
"20 day ahead inc hosp","US",2022-08-22,2022-09-11,0.1,2814.9,"quantile"
"21 day ahead inc hosp","US",2022-08-22,2022-09-12,0.1,2797.7,"quantile"
"22 day ahead inc hosp","US",2022-08-22,2022-09-13,0.1,2768.4,"quantile"
"23 day ahead inc hosp","US",2022-08-22,2022-09-14,0.1,2719.6,"quantile"
"24 day ahead inc hosp","US",2022-08-22,2022-09-15,0.1,2710.9,"quantile"
"25 day ahead inc hosp","US",2022-08-22,2022-09-16,0.1,2724.2,"quantile"
"26 day ahead inc hosp","US",2022-08-22,2022-09-17,0.1,2716.6,"quantile"
"27 day ahead inc hosp","US",2022-08-22,2022-09-18,0.1,2744.7,"quantile"
"28 day ahead inc hosp","US",2022-08-22,2022-09-19,0.1,2735.1,"quantile"
"29 day ahead inc hosp","US",2022-08-22,2022-09-20,0.1,2654.9,"quantile"
"30 day ahead inc hosp","US",2022-08-22,2022-09-21,0.1,2625.9,"quantile"
"1 day ahead inc hosp","US",2022-08-22,2022-08-23,0.15,3284.1,"quantile"
"2 day ahead inc hosp","US",2022-08-22,2022-08-24,0.15,3278.85,"quantile"
"3 day ahead inc hosp","US",2022-08-22,2022-08-25,0.15,3189.55,"quantile"
"4 day ahead inc hosp","US",2022-08-22,2022-08-26,0.15,3134,"quantile"
"5 day ahead inc hosp","US",2022-08-22,2022-08-27,0.15,3168.55,"quantile"
"6 day ahead inc hosp","US",2022-08-22,2022-08-28,0.15,3156.55,"quantile"
"7 day ahead inc hosp","US",2022-08-22,2022-08-29,0.15,3220.7,"quantile"
"8 day ahead inc hosp","US",2022-08-22,2022-08-30,0.15,3127.55,"quantile"
"9 day ahead inc hosp","US",2022-08-22,2022-08-31,0.15,3167.85,"quantile"
"10 day ahead inc hosp","US",2022-08-22,2022-09-01,0.15,3151.55,"quantile"
"11 day ahead inc hosp","US",2022-08-22,2022-09-02,0.15,3098.4,"quantile"
"12 day ahead inc hosp","US",2022-08-22,2022-09-03,0.15,3096.55,"quantile"
"13 day ahead inc hosp","US",2022-08-22,2022-09-04,0.15,3024.8,"quantile"
"14 day ahead inc hosp","US",2022-08-22,2022-09-05,0.15,3138.1,"quantile"
"15 day ahead inc hosp","US",2022-08-22,2022-09-06,0.15,3096.7,"quantile"
"16 day ahead inc hosp","US",2022-08-22,2022-09-07,0.15,3050.7,"quantile"
"17 day ahead inc hosp","US",2022-08-22,2022-09-08,0.15,3101.95,"quantile"
"18 day ahead inc hosp","US",2022-08-22,2022-09-09,0.15,3046.85,"quantile"
"19 day ahead inc hosp","US",2022-08-22,2022-09-10,0.15,3054.95,"quantile"
"20 day ahead inc hosp","US",2022-08-22,2022-09-11,0.15,3043.55,"quantile"
"21 day ahead inc hosp","US",2022-08-22,2022-09-12,0.15,3039.85,"quantile"
"22 day ahead inc hosp","US",2022-08-22,2022-09-13,0.15,3029,"quantile"
"23 day ahead inc hosp","US",2022-08-22,2022-09-14,0.15,3019.25,"quantile"
"24 day ahead inc hosp","US",2022-08-22,2022-09-15,0.15,2929.85,"quantile"
"25 day ahead inc hosp","US",2022-08-22,2022-09-16,0.15,2959,"quantile"
"26 day ahead inc hosp","US",2022-08-22,2022-09-17,0.15,3014.4,"quantile"
"27 day ahead inc hosp","US",2022-08-22,2022-09-18,0.15,2944.85,"quantile"
"28 day ahead inc hosp","US",2022-08-22,2022-09-19,0.15,2959.85,"quantile"
"29 day ahead inc hosp","US",2022-08-22,2022-09-20,0.15,2986.35,"quantile"
"30 day ahead inc hosp","US",2022-08-22,2022-09-21,0.15,2855,"quantile"
"1 day ahead inc hosp","US",2022-08-22,2022-08-23,0.2,3497.8,"quantile"
"2 day ahead inc hosp","US",2022-08-22,2022-08-24,0.2,3466,"quantile"
"3 day ahead inc hosp","US",2022-08-22,2022-08-25,0.2,3399.8,"quantile"
"4 day ahead inc hosp","US",2022-08-22,2022-08-26,0.2,3372.4,"quantile"
"5 day ahead inc hosp","US",2022-08-22,2022-08-27,0.2,3412.6,"quantile"
"6 day ahead inc hosp","US",2022-08-22,2022-08-28,0.2,3420.8,"quantile"
"7 day ahead inc hosp","US",2022-08-22,2022-08-29,0.2,3453.8,"quantile"
"8 day ahead inc hosp","US",2022-08-22,2022-08-30,0.2,3362,"quantile"
"9 day ahead inc hosp","US",2022-08-22,2022-08-31,0.2,3383.8,"quantile"
"10 day ahead inc hosp","US",2022-08-22,2022-09-01,0.2,3355.4,"quantile"
"11 day ahead inc hosp","US",2022-08-22,2022-09-02,0.2,3345.8,"quantile"
"12 day ahead inc hosp","US",2022-08-22,2022-09-03,0.2,3330,"quantile"
"13 day ahead inc hosp","US",2022-08-22,2022-09-04,0.2,3276,"quantile"
"14 day ahead inc hosp","US",2022-08-22,2022-09-05,0.2,3354.8,"quantile"
"15 day ahead inc hosp","US",2022-08-22,2022-09-06,0.2,3314,"quantile"
"16 day ahead inc hosp","US",2022-08-22,2022-09-07,0.2,3250.2,"quantile"
"17 day ahead inc hosp","US",2022-08-22,2022-09-08,0.2,3308.6,"quantile"
"18 day ahead inc hosp","US",2022-08-22,2022-09-09,0.2,3285,"quantile"
"19 day ahead inc hosp","US",2022-08-22,2022-09-10,0.2,3284.8,"quantile"
"20 day ahead inc hosp","US",2022-08-22,2022-09-11,0.2,3266.4,"quantile"
"21 day ahead inc hosp","US",2022-08-22,2022-09-12,0.2,3247.8,"quantile"
